5wir_C.pdb	5wir_C.pdb
6hay_A.pdb	3k9m_C.pdb
6hay_A.pdb	3b4v_A.pdb
6hay_A.pdb	2b0u_A.pdb
6hay_A.pdb	3qb4_A.pdb
6hay_A.pdb	6z3g_A.pdb
6hay_A.pdb	6z3l_A.pdb
6hay_A.pdb	6z3j_A.pdb
6hay_A.pdb	5vz4_A.pdb
6hay_A.pdb	2h62_A.pdb
6hay_A.pdb	4ui1_A.pdb
6hay_A.pdb	4ui0_A.pdb
6hay_A.pdb	1m4u_L.pdb
6hay_A.pdb	7of0_p.pdb
6hay_A.pdb	6sf3_B.pdb
6hay_A.pdb	6mac_A.pdb
6hay_A.pdb	5jhw_A.pdb
6hay_A.pdb	6qw6_R.pdb
6hay_A.pdb	7l0j_A.pdb
6hay_A.pdb	4gs7_A.pdb
6hay_A.pdb	2z3q_A.pdb
6hay_A.pdb	3maz_A.pdb
6hay_A.pdb	2h62_D.pdb
6hay_A.pdb	3dow_A.pdb
6hay_A.pdb	4xc2_A.pdb
6hay_A.pdb	5lxi_B.pdb
6hay_A.pdb	6hol_A.pdb
6hay_A.pdb	7bv4_A.pdb
6hay_A.pdb	3wim_A.pdb
6hay_A.pdb	7jhx_A.pdb
6hay_A.pdb	4iyp_C.pdb
6hay_A.pdb	5vnb_A.pdb
6hay_A.pdb	6lsd_A.pdb
6hay_A.pdb	2peh_A.pdb
6hay_A.pdb	4r6u_B.pdb
6hay_A.pdb	6pol_B.pdb
6hay_A.pdb	3wsr_A.pdb
6hay_A.pdb	6zxe_O.pdb
6hay_A.pdb	6zp4_i.pdb
6hay_A.pdb	6zxg_O.pdb
6hay_A.pdb	4byf_B.pdb
6hay_A.pdb	4gow_D.pdb
6hay_A.pdb	6sz5_A.pdb
6hay_A.pdb	2y4v_A.pdb
6hay_A.pdb	2wel_D.pdb
6hay_A.pdb	7byl_B.pdb
6hay_A.pdb	3ewt_A.pdb
6hay_A.pdb	5j03_B.pdb
6hay_A.pdb	7kl5_A.pdb
6hay_A.pdb	3bya_A.pdb
6hay_A.pdb	4v0c_C.pdb
6hay_A.pdb	4dck_B.pdb
6hay_A.pdb	3hr4_B.pdb
6hay_A.pdb	2vay_A.pdb
6hay_A.pdb	4m1l_A.pdb
6hay_A.pdb	4upu_A.pdb
6hay_A.pdb	5jqa_A.pdb
6hay_A.pdb	2r28_A.pdb
6hay_A.pdb	3ewv_A.pdb
6hay_A.pdb	4y99_A.pdb
6hay_A.pdb	2q9q_C.pdb
6hay_A.pdb	2bec_A.pdb
6hay_A.pdb	5wrv_B.pdb
6hay_A.pdb	4m76_B.pdb
6hay_A.pdb	7d2t_B.pdb
6hay_A.pdb	2pbd_P.pdb
6hay_A.pdb	2gwf_A.pdb
6hay_A.pdb	6tkk_A.pdb
6hay_A.pdb	2xqw_C.pdb
6hay_A.pdb	7of0_r.pdb
6hay_A.pdb	2jjs_C.pdb
6hay_A.pdb	5yy9_A.pdb
2o25_A.pdb	2o25_A.pdb
2o25_A.pdb	3k9o_A.pdb
2o25_A.pdb	5dfl_A.pdb
2o25_A.pdb	4mdk_A.pdb
2o25_A.pdb	2ybf_A.pdb
2o25_A.pdb	3h8k_A.pdb
2o25_A.pdb	4yii_U.pdb
2o25_A.pdb	6spz_A.pdb
2o25_A.pdb	3d48_P.pdb
2o25_A.pdb	1uea_A.pdb
2o25_A.pdb	4ilw_D.pdb
2o25_A.pdb	3v96_B.pdb
2o25_A.pdb	2j0t_A.pdb
2o25_A.pdb	3ayu_A.pdb
2o25_A.pdb	5ifs_A.pdb
2o25_A.pdb	5hqp_A.pdb
2o25_A.pdb	3hy2_A.pdb
2o25_A.pdb	5kwy_A.pdb
2o25_A.pdb	7dvq_M.pdb
2o25_A.pdb	2qyf_A.pdb
2o25_A.pdb	3cuq_B.pdb
2o25_A.pdb	2zme_B.pdb
2o25_A.pdb	4hga_A.pdb
2o25_A.pdb	6y4g_A.pdb
2o25_A.pdb	6isu_A.pdb
2o25_A.pdb	6qml_A.pdb
2o25_A.pdb	3ifw_A.pdb
2o25_A.pdb	2ve7_A.pdb
2o25_A.pdb	6ymo_A.pdb
2o25_A.pdb	7d8p_A.pdb
2o25_A.pdb	6eww_A.pdb
2o25_A.pdb	4wrq_A.pdb
2o25_A.pdb	6ejl_A.pdb
2o25_A.pdb	4fj3_A.pdb
2o25_A.pdb	4hkc_A.pdb
2o25_A.pdb	5ulo_A.pdb
2o25_A.pdb	5d2d_A.pdb
2o25_A.pdb	4bg6_A.pdb
2o25_A.pdb	5m35_A.pdb
2o25_A.pdb	3ubw_A.pdb
2o25_A.pdb	6u2h_A.pdb
2o25_A.pdb	6hep_A.pdb
2o25_A.pdb	2c1n_A.pdb
2o25_A.pdb	2hle_A.pdb
2o25_A.pdb	5d3e_A.pdb
2o25_A.pdb	3uzd_A.pdb
2o25_A.pdb	6s9k_A.pdb
2o25_A.pdb	4gh7_B.pdb
2o25_A.pdb	3k9m_A.pdb
2o25_A.pdb	4rr2_B.pdb
1vzj_I.pdb	1vzj_I.pdb
1oc0_B.pdb	1oc0_B.pdb
5aul_B.pdb	5aul_B.pdb
5aul_B.pdb	3wa4_B.pdb
5y18_B.pdb	5y18_B.pdb
4msv_B.pdb	4msv_B.pdb
4msv_B.pdb	3k51_B.pdb
4msv_B.pdb	4kgq_C.pdb
4msv_B.pdb	7of0_b.pdb
4msv_B.pdb	3urf_Z.pdb
1ow6_D.pdb	1ow6_D.pdb
5n8a_X.pdb	5n8a_X.pdb
4h36_B.pdb	4h36_B.pdb
3r45_C.pdb	3r45_C.pdb
4bd2_C.pdb	4bd2_C.pdb
4bd2_C.pdb	4qve_B.pdb
4bd2_C.pdb	4zeq_B.pdb
2vp7_B.pdb	2vp7_B.pdb
4x5w_C.pdb	4x5w_C.pdb
3pth_B.pdb	3pth_B.pdb
5jjm_G.pdb	5jjm_G.pdb
2cci_F.pdb	2cci_F.pdb
7kh0_R.pdb	7kh0_R.pdb
7kh0_R.pdb	7aue_R.pdb
7kh0_R.pdb	7of0_M.pdb
7kh0_R.pdb	4p0p_A.pdb
7kh0_R.pdb	2cg5_A.pdb
7kh0_R.pdb	2d5r_A.pdb
7a8t_B.pdb	7a8t_B.pdb
4ln2_B.pdb	4ln2_B.pdb
6g0s_D.pdb	6g0s_D.pdb
1jfi_A.pdb	1jfi_A.pdb
7czm_C.pdb	7czm_C.pdb
4kmd_B.pdb	4kmd_B.pdb
3maz_B.pdb	3maz_B.pdb
6wzg_G.pdb	6wzg_G.pdb
4nm3_B.pdb	4nm3_B.pdb
4mzg_A.pdb	4mzg_A.pdb
4mzg_A.pdb	1o9s_K.pdb
4mzg_A.pdb	4u7t_F.pdb
4mzg_A.pdb	4gy5_E.pdb
4mzg_A.pdb	3ql9_C.pdb
4mzg_A.pdb	5fb0_D.pdb
4mzg_A.pdb	4gnf_C.pdb
4mzg_A.pdb	3sou_D.pdb
5w6v_B.pdb	5w6v_B.pdb
2om2_B.pdb	2om2_B.pdb
3bux_A.pdb	3bux_A.pdb
5m35_C.pdb	5m35_C.pdb
2azm_C.pdb	2azm_C.pdb
5xyf_C.pdb	5xyf_C.pdb
1zdt_P.pdb	1zdt_P.pdb
5meo_C.pdb	5meo_C.pdb
6kz7_B.pdb	6kz7_B.pdb
6kz7_B.pdb	6uxe_B.pdb
6kz7_B.pdb	7ndy_A.pdb
6kz7_B.pdb	6ghd_A.pdb
2a25_B.pdb	2a25_B.pdb
3ln5_C.pdb	3ln5_C.pdb
2y9q_B.pdb	2y9q_B.pdb
4yjl_G.pdb	4yjl_G.pdb
3ewv_E.pdb	3ewv_E.pdb
1emu_B.pdb	1emu_B.pdb
5nne_C.pdb	5nne_C.pdb
2vwf_A.pdb	2vwf_A.pdb
2vwf_A.pdb	3u23_A.pdb
2vwf_A.pdb	2j6o_A.pdb
2vwf_A.pdb	1w70_A.pdb
2vwf_A.pdb	2d1x_A.pdb
3ktp_B.pdb	3ktp_B.pdb
3r85_E.pdb	3r85_E.pdb
3abd_X.pdb	3abd_X.pdb
6oqa_C.pdb	6oqa_C.pdb
6oqa_C.pdb	4bx9_C.pdb
6l81_A.pdb	6l81_A.pdb
6l81_A.pdb	2gh0_C.pdb
6l81_A.pdb	2wqa_A.pdb
6l81_A.pdb	5ciu_A.pdb
4es0_C.pdb	4es0_C.pdb
4m92_B.pdb	4m92_B.pdb
4xkl_B.pdb	4xkl_B.pdb
3d44_B.pdb	3d44_B.pdb
4nxr_B.pdb	4nxr_B.pdb
6ucc_B.pdb	6ucc_B.pdb
6ucc_B.pdb	2aw2_B.pdb
6ucc_B.pdb	4rsu_D.pdb
6ucc_B.pdb	4ll1_B.pdb
6ucc_B.pdb	3qfa_C.pdb
6ucc_B.pdb	3hct_A.pdb
6ucc_B.pdb	7l3l_B.pdb
6ucc_B.pdb	2c5l_C.pdb
6ucc_B.pdb	6id1_P.pdb
5j9s_B.pdb	5j9s_B.pdb
3isw_C.pdb	3isw_C.pdb
6wly_B.pdb	6wly_B.pdb
6biz_C.pdb	6biz_C.pdb
6biz_C.pdb	6biy_C.pdb
1x79_B.pdb	1x79_B.pdb
1x79_B.pdb	2pjy_A.pdb
1x79_B.pdb	7of0_j.pdb
1x79_B.pdb	3q2s_C.pdb
1x79_B.pdb	3n9u_C.pdb
1x79_B.pdb	7egg_L.pdb
1x79_B.pdb	4pyu_A.pdb
4gqb_C.pdb	4gqb_C.pdb
5glf_B.pdb	5glf_B.pdb
4xc2_E.pdb	4xc2_E.pdb
7of0_a.pdb	7of0_a.pdb
2flu_P.pdb	2flu_P.pdb
4tq1_B.pdb	4tq1_B.pdb
5v8w_B.pdb	5v8w_B.pdb
5v8w_B.pdb	7ae1_I.pdb
5v8w_B.pdb	1n6j_A.pdb
4zzj_B.pdb	4zzj_B.pdb
1aqd_C.pdb	1aqd_C.pdb
4z33_C.pdb	4z33_C.pdb
6ace_B.pdb	6ace_B.pdb
6ei2_C.pdb	6ei2_C.pdb
6qiu_P.pdb	6qiu_P.pdb
6l03_F.pdb	6l03_F.pdb
4qmg_F.pdb	4qmg_F.pdb
3dxe_B.pdb	3dxe_B.pdb
3qis_B.pdb	3qis_B.pdb
1n6j_G.pdb	1n6j_G.pdb
1sys_C.pdb	1sys_C.pdb
5wqd_A.pdb	5wqd_A.pdb
5wqd_A.pdb	4m7c_A.pdb
5wqd_A.pdb	7c5d_A.pdb
5wqd_A.pdb	5ou9_A.pdb
5wqd_A.pdb	6ms4_A.pdb
5wqd_A.pdb	5zcj_A.pdb
5wqd_A.pdb	5afw_A.pdb
5wqd_A.pdb	4fqx_D.pdb
5wqd_A.pdb	4x3g_A.pdb
5wqd_A.pdb	7of0_G.pdb
5wqd_A.pdb	5v22_A.pdb
5wqd_A.pdb	5jlb_A.pdb
5wqd_A.pdb	7dvq_R.pdb
5wqd_A.pdb	6id1_R.pdb
5wqd_A.pdb	2z7f_E.pdb
5wqd_A.pdb	6ine_A.pdb
5wqd_A.pdb	4mdr_A.pdb
5wqd_A.pdb	3h11_A.pdb
5wqd_A.pdb	5l9b_A.pdb
5wqd_A.pdb	4rca_B.pdb
5wqd_A.pdb	1i4o_A.pdb
5wqd_A.pdb	5le5_I.pdb
5wqd_A.pdb	6kwy_I.pdb
5wqd_A.pdb	6e5b_I.pdb
5wqd_A.pdb	1nw9_B.pdb
5wqd_A.pdb	6j7x_C.pdb
5wqd_A.pdb	3n9u_A.pdb
5wqd_A.pdb	3q2s_A.pdb
5wqd_A.pdb	3h11_B.pdb
5wqd_A.pdb	6msb_d.pdb
5wqd_A.pdb	6zxg_C.pdb
5wqd_A.pdb	6msb_b.pdb
5wqd_A.pdb	1kfu_S.pdb
5wqd_A.pdb	3q1i_A.pdb
5wqd_A.pdb	3bzi_A.pdb
5wqd_A.pdb	6cp2_B.pdb
5wqd_A.pdb	1fbv_C.pdb
5wqd_A.pdb	5hpt_C.pdb
5wqd_A.pdb	1c4z_D.pdb
5wqd_A.pdb	7bbd_C.pdb
5wqd_A.pdb	6kg6_G.pdb
5wqd_A.pdb	3hct_B.pdb
5wqd_A.pdb	5ywr_A.pdb
5wqd_A.pdb	4onl_B.pdb
5wqd_A.pdb	6ulh_C.pdb
5wqd_A.pdb	4ccg_A.pdb
5wqd_A.pdb	3agz_A.pdb
5wqd_A.pdb	3gtu_A.pdb
5wqd_A.pdb	3gtu_B.pdb
5wqd_A.pdb	3msx_B.pdb
5wqd_A.pdb	6du3_A.pdb
6ru7_C.pdb	6ru7_C.pdb
3mrr_P.pdb	3mrr_P.pdb
3u5p_I.pdb	3u5p_I.pdb
3u5p_I.pdb	5u2j_C.pdb
3u5p_I.pdb	4lk9_B.pdb
3u5p_I.pdb	3kv4_B.pdb
2zne_C.pdb	2zne_C.pdb
2h6p_C.pdb	2h6p_C.pdb
6y3r_P.pdb	6y3r_P.pdb
4y7r_B.pdb	4y7r_B.pdb
3k6g_A.pdb	3k6g_A.pdb
3k6g_A.pdb	2x1w_A.pdb
3k6g_A.pdb	4s3o_C.pdb
3k6g_A.pdb	3rpg_B.pdb
3k6g_A.pdb	6iyc_D.pdb
3c4m_C.pdb	3c4m_C.pdb
5nnf_B.pdb	5nnf_B.pdb
6hby_C.pdb	6hby_C.pdb
5c6d_C.pdb	5c6d_C.pdb
4rwv_B.pdb	4rwv_B.pdb
6seo_L.pdb	6seo_L.pdb
6seo_L.pdb	6sen_L.pdb
6zvh_K.pdb	6zvh_K.pdb
6zvh_K.pdb	5gt0_D.pdb
6zvh_K.pdb	6kvd_D.pdb
6zvh_K.pdb	5fug_B.pdb
6zvh_K.pdb	7lyc_D.pdb
6zvh_K.pdb	2cv5_D.pdb
6zvh_K.pdb	3x1s_D.pdb
6zvh_K.pdb	6k1k_D.pdb
6zvh_K.pdb	6x59_D.pdb
6zvh_K.pdb	4cay_B.pdb
6zvh_K.pdb	5gt3_D.pdb
6zvh_K.pdb	6m4g_D.pdb
6zvh_K.pdb	6jou_D.pdb
6zvh_K.pdb	6kbb_B.pdb
6zvh_K.pdb	3wkj_D.pdb
6zvh_K.pdb	5b0z_D.pdb
6nix_C.pdb	6nix_C.pdb
2f69_B.pdb	2f69_B.pdb
4xef_B.pdb	4xef_B.pdb
4tq0_B.pdb	4tq0_B.pdb
4tq0_B.pdb	4dnc_D.pdb
6e2q_M.pdb	6e2q_M.pdb
3f1i_C.pdb	3f1i_C.pdb
6wjq_C.pdb	6wjq_C.pdb
6itu_B.pdb	6itu_B.pdb
4zp3_M.pdb	4zp3_M.pdb
6qw6_X.pdb	6qw6_X.pdb
5u98_C.pdb	5u98_C.pdb
4xxb_B.pdb	4xxb_B.pdb
7d0e_B.pdb	7d0e_B.pdb
5zoo_A.pdb	5zoo_A.pdb
3oj2_C.pdb	3oj2_C.pdb
3oj2_C.pdb	2fdb_P.pdb
3oj2_C.pdb	1iil_E.pdb
3oj2_C.pdb	1nun_B.pdb
3oj2_C.pdb	1cvs_C.pdb
3oj2_C.pdb	3ojv_C.pdb
3oj2_C.pdb	2v9t_B.pdb
3oj2_C.pdb	3s97_C.pdb
3oj2_C.pdb	5w59_B.pdb
3oj2_C.pdb	5ius_C.pdb
6x5q_B.pdb	6x5q_B.pdb
7jjl_B.pdb	7jjl_B.pdb
6akm_B.pdb	6akm_B.pdb
6akm_B.pdb	3mcb_A.pdb
5d1m_B.pdb	5d1m_B.pdb
5d1m_B.pdb	6zxg_h.pdb
5d1m_B.pdb	6zp4_Q.pdb
1lb6_B.pdb	1lb6_B.pdb
7k95_A.pdb	7k95_A.pdb
6wlx_B.pdb	6wlx_B.pdb
2iui_C.pdb	2iui_C.pdb
1lqv_C.pdb	1lqv_C.pdb
1bx2_C.pdb	1bx2_C.pdb
5gh9_B.pdb	5gh9_B.pdb
4drb_A.pdb	4drb_A.pdb
4drb_A.pdb	7dvq_L.pdb
4drb_A.pdb	6wlz_N.pdb
4drb_A.pdb	5tuv_B.pdb
4drb_A.pdb	5tuu_B.pdb
4drb_A.pdb	6brb_D.pdb
4drb_A.pdb	7of0_i.pdb
4drb_A.pdb	4kbq_C.pdb
4drb_A.pdb	3pv6_B.pdb
4drb_A.pdb	5lsi_D.pdb
4drb_A.pdb	2fcw_B.pdb
4drb_A.pdb	6k1k_B.pdb
4drb_A.pdb	5x7x_B.pdb
4drb_A.pdb	7lyc_B.pdb
4drb_A.pdb	5bnx_B.pdb
4drb_A.pdb	7ciz_B.pdb
4drb_A.pdb	5b0z_B.pdb
4drb_A.pdb	5y0d_B.pdb
4drb_A.pdb	5gt0_B.pdb
4drb_A.pdb	3x1s_B.pdb
4drb_A.pdb	7cj0_C.pdb
4drb_A.pdb	2cv5_B.pdb
4drb_A.pdb	4hga_C.pdb
4drb_A.pdb	4z5t_B.pdb
4drb_A.pdb	6x59_B.pdb
4drb_A.pdb	5gt3_B.pdb
4drb_A.pdb	4z2m_H.pdb
4drb_A.pdb	3a6n_B.pdb
4drb_A.pdb	5ja4_B.pdb
4drb_A.pdb	6m4g_B.pdb
4drb_A.pdb	3r45_B.pdb
4drb_A.pdb	3wkj_B.pdb
4drb_A.pdb	7ciz_A.pdb
4drb_A.pdb	5bnx_A.pdb
4drb_A.pdb	7cj0_B.pdb
4drb_A.pdb	5bo0_A.pdb
4drb_A.pdb	4z2m_G.pdb
4drb_A.pdb	5ja4_A.pdb
4drb_A.pdb	3wtp_A.pdb
4drb_A.pdb	3r45_A.pdb
4drb_A.pdb	6e0p_A.pdb
4drb_A.pdb	3nqu_A.pdb
4drb_A.pdb	6abo_B.pdb
4drb_A.pdb	7egg_J.pdb
4drb_A.pdb	4csr_A.pdb
4drb_A.pdb	7of0_3.pdb
4drb_A.pdb	4rs1_A.pdb
4drb_A.pdb	6zp4_G.pdb
4drb_A.pdb	1uw4_A.pdb
4drb_A.pdb	4gnf_A.pdb
4drb_A.pdb	7dvq_6.pdb
4drb_A.pdb	4yiq_A.pdb
4drb_A.pdb	4yiq_B.pdb
4n7z_B.pdb	4n7z_B.pdb
5ulo_C.pdb	5ulo_C.pdb
4af3_D.pdb	4af3_D.pdb
6akm_A.pdb	6akm_A.pdb
6akm_A.pdb	3tj3_C.pdb
1xr9_C.pdb	1xr9_C.pdb
6xzz_B.pdb	6xzz_B.pdb
1j2x_B.pdb	1j2x_B.pdb
2w3o_C.pdb	2w3o_C.pdb
2gwf_B.pdb	2gwf_B.pdb
1mk2_B.pdb	1mk2_B.pdb
1mk2_B.pdb	1dev_B.pdb
3nfl_E.pdb	3nfl_E.pdb
4oyk_C.pdb	4oyk_C.pdb
3zms_C.pdb	3zms_C.pdb
3zms_C.pdb	2y48_C.pdb
1w70_C.pdb	1w70_C.pdb
6nq3_C.pdb	6nq3_C.pdb
3n9z_A.pdb	3n9z_A.pdb
3n9z_A.pdb	6igk_A.pdb
3n9z_A.pdb	5l8w_B.pdb
3n9z_A.pdb	5k1c_B.pdb
3n9z_A.pdb	6s8l_B.pdb
3n9z_A.pdb	2wm9_A.pdb
3n9z_A.pdb	6tkz_A.pdb
3n9z_A.pdb	6c6k_A.pdb
3n9z_A.pdb	5mv9_A.pdb
3n9z_A.pdb	5xbf_A.pdb
3n9z_A.pdb	3f8u_A.pdb
3n9z_A.pdb	6c9h_A.pdb
3n9z_A.pdb	5iso_A.pdb
3n9z_A.pdb	1m5n_S.pdb
3n9z_A.pdb	7egg_E.pdb
3n9z_A.pdb	4zrp_A.pdb
3n9z_A.pdb	6g4q_B.pdb
3n9z_A.pdb	4um9_A.pdb
3n9z_A.pdb	6wlw_R.pdb
3n9z_A.pdb	6msb_X.pdb
3n9z_A.pdb	5c46_E.pdb
3n9z_A.pdb	5jcz_B.pdb
3n9z_A.pdb	1y8o_A.pdb
3n9z_A.pdb	4bx9_A.pdb
3n9z_A.pdb	6vcd_A.pdb
3n9z_A.pdb	5l3d_A.pdb
3n9z_A.pdb	3zms_A.pdb
3n9z_A.pdb	2uxn_A.pdb
3n9z_A.pdb	2y48_A.pdb
3n9z_A.pdb	4czz_A.pdb
3n9z_A.pdb	6xog_B.pdb
3n9z_A.pdb	3gzn_B.pdb
3n9z_A.pdb	3dw8_B.pdb
3n9z_A.pdb	3l6x_A.pdb
3n9z_A.pdb	4c5i_A.pdb
3n9z_A.pdb	5n38_A.pdb
3n9z_A.pdb	2h6f_B.pdb
3n9z_A.pdb	6e2p_A.pdb
3n9z_A.pdb	6e2q_A.pdb
3n9z_A.pdb	6erh_B.pdb
3n9z_A.pdb	3au4_A.pdb
3n9z_A.pdb	4po6_A.pdb
3n9z_A.pdb	5ixd_A.pdb
3n9z_A.pdb	5ixi_A.pdb
3n9z_A.pdb	6jat_A.pdb
3n9z_A.pdb	6zp4_N.pdb
3n9z_A.pdb	5ex3_A.pdb
3n9z_A.pdb	2nvu_A.pdb
3n9z_A.pdb	6erh_A.pdb
3bp7_C.pdb	3bp7_C.pdb
5b6c_B.pdb	5b6c_B.pdb
3n9z_C.pdb	3n9z_C.pdb
3n9z_C.pdb	4n7v_C.pdb
6urg_C.pdb	6urg_C.pdb
6urg_C.pdb	4h10_B.pdb
6id1_K.pdb	6id1_K.pdb
6id1_K.pdb	4doh_A.pdb
5mlo_B.pdb	5mlo_B.pdb
1h59_B.pdb	1h59_B.pdb
3l6f_C.pdb	3l6f_C.pdb
5dx0_F.pdb	5dx0_F.pdb
1ki1_B.pdb	1ki1_B.pdb
1ki1_B.pdb	5lpu_A.pdb
1ki1_B.pdb	4nif_A.pdb
1ki1_B.pdb	2wg3_C.pdb
1ki1_B.pdb	6oau_A.pdb
1ki1_B.pdb	6z1n_A.pdb
1ki1_B.pdb	6ru7_A.pdb
1ki1_B.pdb	5fqd_C.pdb
1ki1_B.pdb	6zxg_z.pdb
1ki1_B.pdb	2bo9_A.pdb
1ki1_B.pdb	1n4m_A.pdb
1ki1_B.pdb	3dqv_C.pdb
1ki1_B.pdb	3dpl_C.pdb
1ki1_B.pdb	7cfm_B.pdb
1ki1_B.pdb	7kh0_B.pdb
1ki1_B.pdb	7aue_B.pdb
1ki1_B.pdb	7jvp_B.pdb
1ki1_B.pdb	6p9x_B.pdb
1ki1_B.pdb	7e32_B.pdb
1ki1_B.pdb	7d77_B.pdb
1ki1_B.pdb	7cmv_B.pdb
1ki1_B.pdb	6wzg_B.pdb
1ki1_B.pdb	6kpf_B.pdb
1ki1_B.pdb	6os9_B.pdb
1ki1_B.pdb	6x18_B.pdb
1ki1_B.pdb	7jvr_B.pdb
1ki1_B.pdb	6uva_B.pdb
1ki1_B.pdb	7e33_B.pdb
1ki1_B.pdb	7e2x_B.pdb
1ki1_B.pdb	6pb1_B.pdb
1ki1_B.pdb	3jwr_A.pdb
1ki1_B.pdb	3bji_A.pdb
1ki1_B.pdb	6s8v_B.pdb
1ki1_B.pdb	4ybh_A.pdb
1ki1_B.pdb	3kz1_A.pdb
1ki1_B.pdb	6iyc_B.pdb
1ki1_B.pdb	3t6g_A.pdb
1ki1_B.pdb	4xhu_A.pdb
1ki1_B.pdb	3a8y_A.pdb
4dau_B.pdb	4dau_B.pdb
4a1g_E.pdb	4a1g_E.pdb
4n78_E.pdb	4n78_E.pdb
4n78_E.pdb	1z0k_B.pdb
4n78_E.pdb	3htu_A.pdb
4n78_E.pdb	1x79_A.pdb
4n78_E.pdb	4lg0_A.pdb
5anr_C.pdb	5anr_C.pdb
2xpg_C.pdb	2xpg_C.pdb
3bgm_C.pdb	3bgm_C.pdb
7nvv_W.pdb	7nvv_W.pdb
5w69_I.pdb	5w69_I.pdb
1cn4_C.pdb	1cn4_C.pdb
1cn4_C.pdb	5t5w_C.pdb
1cn4_C.pdb	1pvh_B.pdb
1cn4_C.pdb	3og6_A.pdb
1cn4_C.pdb	2hev_F.pdb
1cn4_C.pdb	1jkg_A.pdb
1cn4_C.pdb	6pgv_A.pdb
1cn4_C.pdb	1www_V.pdb
1cn4_C.pdb	1b8m_A.pdb
1cn4_C.pdb	1bnd_A.pdb
1cn4_C.pdb	1bnd_B.pdb
1cn4_C.pdb	5zmc_B.pdb
1cn4_C.pdb	4lg0_B.pdb
1cn4_C.pdb	4w5v_B.pdb
1cn4_C.pdb	4g8a_C.pdb
1cn4_C.pdb	7nvu_Q.pdb
1cn4_C.pdb	3ixe_A.pdb
1cn4_C.pdb	3o65_A.pdb
1cn4_C.pdb	1l1o_C.pdb
1cn4_C.pdb	1ghq_B.pdb
1cn4_C.pdb	5gpg_A.pdb
1cn4_C.pdb	7l0j_B.pdb
1cn4_C.pdb	3e0j_B.pdb
4mvi_B.pdb	4mvi_B.pdb
6iyc_E.pdb	6iyc_E.pdb
